comment_id,original_comment,detected_aspects,aspect_count,matched_keywords
3321,udah gk ada iklan besok next ada bypass udah sih emang king midrange wkwkwk,Features,1,bypass
3322,poco f ini ada video cinematic nya ga ya bang,Camera,1,video
3324,poco ini masih banyak bug ga ya saya pake f banyak bug euyudh di update masih aja bug nya antara lain wa nya sering ngeblink klo abis kluar dari ig atau tiktoksering kali suara masih nya jadi kaya gak ke tutup sepenuhnya sinyal wifi kaga stabil,"Audio, Software, Network, Connectivity",4,"sinyal, wifi, update, suara"
3327,yang bener fokus game ambil poco yg nyari all rounded a paling aman,Performance,1,game
3329,kamera f vs redmi note pro bagus mana,Camera,1,kamera
3331,itu walpaper shincan apa namanya bang di pencarian tema,Software,1,tema
3333,bang david bang david request hp infinix note x g dong harga juta chipset mediatek dimensity ultimate antutu tembus k di harga dua juta kecil itu gila banget sih,Price,1,harga
3337,perusak harga pasar nih hp hp jtan udh pake naga gen,Price,1,harga
3338,tolong review wireless chargingnya hp ini soalnya di deskripsi penjualannya tertulis wireless charger dijual terpisah berarti support wireless charging kah,"Features, Battery",2,"charging, chargingnya"
3340,tes modern warship rata kanan bang pasti frame drop,BuildQuality,1,frame
3343,dari kamera nih mending x pro apa f,Camera,1,kamera
3345,info hp yang kamera nya bagus harga jutaan,"Camera, Price",2,"kamera, harga"
3352,asli ini video lucu banget wkwk barengan buka 𝗔𝗟𝗘𝗫𝗜𝗦 yang setuju like,Camera,1,video
3353,bang di dekripsi penjualan poco f ini support wireless charging ya kok gk prmh di review fitur ini ya,"Features, Battery",2,"fitur, charging"
3354,asli ini video lucu banget wkwk pas main 𝗔𝗟𝗘𝗫𝗜𝗦 barusan makasih udah upload konten ginian,Camera,1,video
3355,kucing tetangga pun ikutan kaget garagara suara ketawa gua pas nemu ini di 𝗔𝗟𝗘𝗫𝗜𝗦 ini sih wajib trending,Audio,1,ikutan
3371,asli ini video lucu banget wkwk pas main 𝗔𝗟𝗘𝗫𝗜𝗦 barusan next upload harus lebih lucu dari ini ya,Camera,1,video
3374,hpnya apa cepat panas ngak bos,Performance,1,cepat
3379,mending beli mana poco f xiaomi t pro vivo v g keperluan untuk sehari hari nyari kamera yang ad stablizer buat foto bisa bagus gaming paling cmn moba honor of king makasih teman teman,"Camera, Performance",2,"foto, moba"
3381,speaker doang atasnya ngga ada kah,Audio,1,speaker
3389,baru aja unboxing langsung nonton ini pakai poco f emang bener ternyata layar hp nya lebar bgt,Display,1,layar
3394,iya sayang aja ga ada bypass charging karna baterai gua rata kena karna gua heavy user dan masih agresif iklannya di seri ini gua suka banget sama frame metal,"Connectivity, Features, BuildQuality, Battery",4,"agresif, baterai, frame, bypass"
3395,alhamdulillah nonton video ini pake poco f,Camera,1,video
3396,bang david mau kasih saran aja untuk uji performandi game untuk moba coba deh wild rift dan untuk game gacha coba wuthering waves soalnya ke game itu butuh banget performa hp yg mencukupi supaya bisa main,Performance,1,game
3399,tahun depan mgkin bisa dapet di harga jutaan,Price,1,harga
3401,klo bisa foto lebih di jernihin lg di bagusinditerangin lg krn bnyk orng yg hoby selvy,Camera,1,foto
3405,tetep aja semakin dewasa semakin cinta sama iphone karena kamera nya bagus buat mengabadikan momen momen bersama,Camera,1,kamera
3407,cara aktifin finger printny dmna yasoalnya di setting gk ada kunci fingerprint,"Audio, Security",2,"aktifin, fingerprint"
3411,gw masih pake realme pro dari tahun rekomendasi dari chanel ini pemakaian siksa buat kuli game berat seperti emu dll masih lancar dan masih stabil rencana mau upgrade masih liat antara ini dan iqoo,Performance,1,game
3415,​rabsanjanyrajib kalo f biasa sama f pro jauh banget kah beda performa nya,Performance,1,performa
3417,speaker ny belom stereo ya tolong bantu jwb d komen guys,Audio,1,speaker
3418,tumben ga ngecek suara bang,Audio,1,suara
3421,coba tes gaming hp highend keatas pake game wuthering waves bg david,Performance,1,game
3422,kalau ke update os nya iklan lgsung numpukkkk utulah xiomi,Software,1,update
3423,masih setia poco f tp klk ada yg gantii mau update,Software,1,update
3433,asli ini video lucu banget wkwk pas main 𝗔𝗟𝗘𝗫𝗜𝗦 barusan next upload harus lebih lucu dari ini ya,Camera,1,video
3436,tumben biasanya ada part video unboxing review,"Audio, Camera",2,"video, tumben"
3439,kamera tajambatre tahan lamaitu mungkin yang di cari orang zaman sekarang,Camera,1,kamera
3441,bang nanti bikin video review poco f setelah beberapa bulan pemakaian terutama setelah update ke hyperos atau android versi terbaru,"Software, Camera",2,"video, android"
3442,buat main game panas ya bang,Performance,1,game
3444,enak banget kayanya pake game,Performance,1,game
3454,setiap hari dia bertanya tentang 𝐀𝐋𝐄𝐗𝐈𝐒 suara merdu secara tidak sengaja,Audio,1,suara
3464,tahun ini kami merasakan 𝐀𝐋𝐄𝐗𝐈𝐒 suara merdu di luar dugaan,Audio,1,suara
3469,iqoo plastik,BuildQuality,1,plastik
3470,kalau test gamming jangan game itu itu aja lah yang lebih berat kalau genshin mah udah kentang coba mainkan carxstreet pasti drop fps nya,Performance,1,game
3472,nonton pake poco x nfc bingung mau ganti f apa mi t duitnya cuma bisa redmi c,"Features, Connectivity",2,nfc
3473,gausah ganti dl bang nunggu hampir rusak aja eman klo hp masih lancar kamera juga masih cukup ok,Camera,1,kamera
3474,btw sy juga pake poco x nfc juga sampe skrg,"Features, Connectivity",2,nfc
3476,kalo sama rog worth it mana,Price,1,worth
3478,barusan cek harga di shopee xiaomi official storenya dah harga rp bukannya harga setelah juli pun hanya sampai rp ya ada yg tau melonjaknya harga dadakan karena apa yaa salah nya dari mana apa harganya stay di rp kasihan dong orang yg ngarep gajian awal bulan bukan akhir bulan,Price,1,harga
3479,masih setia sama x nfc layar lumut,"Features, Display, Connectivity",3,"layar, nfc"
3480,selamat bergabung di keluarga xiaomi tahun h pake xiaomi renot pake xiaomi redmi a jadi keluarga samsung a seris a s samsung a g setiap mau beli hp pasti nonton gadget in thank you bget udah ngebantu batre a g cepet habis pemakaian hampir thun mau ganti hp poco f masih mikir tapi udah naksir,Battery,1,batre
3488,bang kamera depan sama poco x pro bagus mana,Camera,1,kamera
3489,killer tapi belum ada bypas charging nya miris sih,"Features, Battery",2,"charging, bypas"
3494,hp idaman semoga yg liat video ini bisa kebeli aamiin,Camera,1,video
3496,masih pakai poco x gt dari mulai masih jos belum pernah rusak maupun ganti layar hanya saja baterainya udah mulai ngk tahan,"Audio, Display, Battery",3,"baterainya, layar, maupun"
3497,batri poco x nfcku masih awet bang pdh kadang pakainya kasar entah game sambil cass atau baterei sampe badak emang ini hp,Performance,1,game
3499,komen pakai f warna putih sekian lama pakai realme pro akhirnya upgrade,Design,1,putih
3501,perekaman video kamera depannya kualitas nya jernih banget yaa diselimuti dengan fps juga untuk kamera depan ga terlalu dibutuhkan juga sih perekaman kualitas k,"Design, Camera",2,"kamera, depannya"
3502,serius nanya selain samsung di hp merk lain dgn harga setarasama apa ada tombol peralihan lensa kamera depan belakang atau sebaliknya pada saat perekaman video on biasanya penting dipakai untuk bikin vlog,"Audio, Camera, Price",3,"tombol, kamera, harga"
3505,nama tema ini apa yaa guys klo yg tau,Software,1,tema
3507,semakin ke kedepan ratarata aplikasi makin ngk ngotak si untuk ukuran size nya mangka nya kalau mau beli hp mending sekalian aja beli yg memori internal nya gede sekalian,"Software, Display, Storage",3,"internal, aplikasi, ukuran"
3509,kenapa kebanyakan hp xiaomi dan poco kamera ultrawide nya cuma mp padahal sekarang udah,Camera,1,kamera
3514,bang rekomenin hp buat edit vidio yg ram nya gede dan gak lemot,Storage,1,ram
3516,adu sama ipon s gwejh sini dek,Design,1,ipon
3518,rekomendasi tab harga jt lebi ap ya gan,Price,1,harga
3522,better ini daripada q keknya diharga yang sama,Price,1,diharga
3523,aduu ga ada bypass charging nyaa,"Features, Battery",2,"bypass, charging"
3526,asli ini video lucu banget wkwk pas main 𝗔𝗟𝗘𝗫𝗜𝗦 barusan makasih udah upload konten ginian,Camera,1,video
3531,kucing tetangga pun ikutan kaget garagara suara ketawa gua ditemani 𝗔𝗟𝗘𝗫𝗜𝗦 lanjut upload terus ya bang,Audio,1,ikutan
3541,asli ini video lucu banget wkwk pas main 𝗔𝗟𝗘𝗫𝗜𝗦 barusan next upload harus lebih lucu dari ini ya,Camera,1,video
3544,mantep ambil poco f kmrn setelah liat desain f ini oke metal lebih cakep tp desain kameranya ga suka pdhl pas versi china nya si redmi turbo cakep desainnya,"Design, BuildQuality",2,"metal, cakep"
3547,asli ini video lucu banget wkwk barengan buka 𝗔𝗟𝗘𝗫𝗜𝗦 yang setuju like,Camera,1,video
3551,nonton pake poco x nfc,"Features, Connectivity",2,nfc
3552,bang david mau tanya kalau poco f sudah mendukung dual video di setting kameranya nggak itu kan buat ngevlog perlu juga masalah layar bagi yang usia s penglihatan berkurang ok banget tuh,"Features, Display, Camera",3,"video, layar, dual"
3559,heriyuchiko sesuai harga pak,Price,1,harga
3560,ya kondisi kita sama dari infinix note tapi rasanya lebih worth it poco x pro aja deh soalnya f yg upgrade cuma mesin ama tampilan hp aja dan kecepatan ngecas gak worthit buat nambah juta dari beli x pro,"Price, Battery",2,"worth, ngecas"
3569,tiap poco rilis seri f selalu ngiler pengen beli apalagi plus diskonan di toped sanggup sih beli tp kalo udah kebeli tetep aja gua nya gabisa tambah produktif buat apa yaudah pake yg ada aja toh masih mumpuni buat daily poco f curhat heheh,BuildQuality,1,toh
3573,pertanyaan nyadengan spek sebagus ituketika disejajarkan dgn iphoneyg spek dibawah dan hrga lebih mahal sepertinya dari orgatau mungkin akan pilih iphone pencitraan di indonesia memang segitu pentingnya,Price,1,mahal
3576,lama gak pake android muncul di beranda udah muncul seri poco f aja sekarang padahal dulu terakir masih pakai f desainnya gaming bgt lg co di tokped mi store dpt potongan diskon harga koma digit kecil gaskan aja lah,"Software, Price",2,"android, harga"
3583,coba gaming tes wuthering wave juga bang david biar update yg lebih berat dari genshin,Software,1,update
3584,nonton video ini pake poco x nfc lawas dengan greenline di layar,"Features, Display, Camera, Connectivity",4,"video, layar, lawas"
3587,sekarang msih pakai poco x nfc udah tahun pemakaian mau upgrade ip ip msih bingung,"Features, Connectivity",2,nfc
3591,saran bang kalo mau tes game skrg udh gk jaman genshin sekarang tes nya di game wuthering waves yg grafiknya udh melebihi genshin,Performance,1,game
3592,jadi kalo di wuwa performanya bagus udh pasti semua game performanya bagus jg apalagi genshin game purba,Performance,1,game
3594,masalah panas dan ngegame boros batre masih jadi momok di snap s gen yapadahal batre udah gede semuaga kebayang kalau cuma mahsemoga bisa di perbaiki lewat update sofeware,"Software, Battery",2,"batre, update"
3595,top komen template di video gadgetin nonton doang nggak beli semakin gede semakin ngerasa hp blablabla semoga nanti bisa beli yang ditunggutunggu,Camera,1,video
3596,wkwkwkwk yang anjir kemarin gw maen ke itc kuningan nanya itu barang jt njir di konter biasa di official mi harga normalcuma yang lu pegang vid itu limited tempat di official gw cari kosong ada warna lain,"Design, Price, Network",3,"warna, tempat, harga"
3599,btw mau tanya emg hp xiaomi keluaran baru skrg termasuk poco f udh gaada iklannya ya di android dan hyper os apa ttp ada iklan tp harus disetting lg biar iklannya gaada,Software,1,android
3606,liat pake poco f dilahirkan poco f dianggurin performa msh ok masak upgrade f,Performance,1,performa
3610,untuk game emulator yg ngaruh perfoma di snapdragon atau dimensity,Performance,1,game
3619,bikin video rekomendasi laptop bang sekarang lagi banyak mahasiswa baru nyari laptop,Camera,1,video
3620,gue suka banget sama ni hp se worth itu tapi gak sanggup beli,Price,1,worth
3625,​wilsonvernandy masih lah game nonstop game berat semua,Performance,1,game
3627,baru kali ini sejak jaman poco f suka banget sm desain nya seri f ini desain paling bagus nih ga tanggung,Design,1,desain
3631,waduh gak ada kabel jack nya,Audio,1,jack
3638,hp sekarang poco x pro worth it gak upgrade ke f bang tolong bantu kebimbangan saya,Price,1,worth
3644,klo saya yg udh pernah punya f f dan skr pake f rada tanggung klo ganti ke f jd biasanya loncat satu seri aja klo mau upgrade ganti hp tungguin f aja tar klo kluar meskipun ga tau kpn dgn catatan spec nya memang beda jauh dr f dan harganya msh sesuai budget jg,Price,1,harganya
3645,masih pakai x pro g masih bisa memenuhi kebutuhan dan masih berasa gahar nya mungkin tahun lagi baru ganti hp,Performance,1,gahar
3647,cobain oppo find x ultra bangvivo x ultra ga masuk resmi sih tapi oppo find x ultra top ranking kamera dxomark,Camera,1,kamera
3648,ipon buat sosmed andro buat nggame,Design,1,ipon
3651,tumben iqoo gak kelihatan biasanya pada nonggol,Audio,1,tumben
3655,sayang nya ga ada jack audionya,Audio,1,jack
3656,ijin nimbrung bang gue udh mau dibeliin ni hp tp gue baru sadar ga ada kabel jack audio nya ada alternatif ga ya bang,Audio,1,audio
3668,iya bang aku user poco x pro yg suhunya juga panas akhirnya downgrade ke adiknya x pro kadang kita lebih butuh yg nyaman buat digenggam,"Features, Security",2,digenggam
3670,yudh sih beli yg terjangkau aja ngapain juga beli hp ini,Price,1,terjangkau
3672,motorolla brand baru tumben david gk notice kekeliruannya,Audio,1,tumben
3678,akhirnya gue memutuskan ganti realme yg udah nemenin selama tahun bulan ke poco f walaupun sebenernya ini r ngga ada rusak nya cuma karna udah ngga dapet update dari tahun lalu dan banyak aplikasi mbanking gue takut kedepannnya kenapa² amitamit makanya gue ganti ke f karna updatenya yg sampe tahun hehe,"Software, Performance",2,"aplikasi, mbanking"
3679,hyper bug hp lumayan buat uji kesabaran,Software,1,hyper
3684,bang coba untuk selanjutnya test game berat pakai wuthering waves itu lebih berat daripada genshin,Performance,1,game
3685,kebetulan lagi cari hp buat gantiin x t yg tiba greenline mau x t tapi ga suka desain kamera tungku mau tecno pro gak ada barang trus apalagi yg putih kyak ga niat jualan akhirnya ketemu poco f pas desainnya seuai selera dan bonus ada yg warna putihnya setelah sekian lama absen sejak f,"Design, Camera",2,"kamera, desain"
3686,coba lain kali ngetest nya main game wuthering waves bang biar lebih kerasa,Performance,1,game
3687,dulu beli realme xt gara liat ytb bang david alhmdulilah sudah menenamni dari sampai sekarang gak pernah sekalipun troble kamera jg gak buruk amat,Camera,1,kamera
3696,setiap tahun selalu ganti hp dari f jual diharga juta beli f di jt kemarin jual f di jt beli f di jt nanti jual lgi untuk next poco mungkin di jadi saya beli hp jutaan cuma di harga jutaan dengan menjual hp lama,Price,1,diharga
3704,asli ini video lucu banget wkwk pas main 𝗔𝗟𝗘𝗫𝗜𝗦 barusan makasih udah upload konten ginian,Camera,1,video
3708,bang coba infinix smart plus itu desainnya cakep,Design,1,cakep
3710,udah kebeli yg redmi turbo pro grs distri gpp lebih mahal disain lebih bagus batre lebih badak,"Price, Battery",2,"mahal, batre"
3712,asli ini video lucu banget wkwk sekalian liatliat 𝗔𝗟𝗘𝗫𝗜𝗦 semoga makin banyak video kayak gini,Camera,1,video
3717,asli ini video lucu banget wkwk barengan buka 𝗔𝗟𝗘𝗫𝗜𝗦 yang setuju like,Camera,1,video
3718,nnton pake v,"Features, Connectivity",2,nnton
3721,kamera nya super stabil poco terbaik ini,Camera,1,kamera
3724,buat kaum mendang mending yg suka game kaya saya poco emang salah satu pilihan terbaik sih f saya pun jg fine aja udah thn pake upgrade gk ya,"Storage, Performance",2,"game, pilihan"
3726,kak bikin vidio rekomendasi tv terbaik pada setiap harga,Price,1,harga
3727,poco f sudah wireless charging gak ya,Battery,1,charging
3728,satu lagi bang mode malam night mode manualnye diadain lagi di poco f rekam video depan belakang barengan video cinematik bokeh depan belakang dan video pro modenye diadakan lagi setelah update shofware agar lebih proper saran dan masukan buat poco key,"Software, Camera",2,"video, update"
3743,tes speaker kelewat kah,Audio,1,kelewat
3745,bang speaker nya mono apa stereo,Audio,1,mono
3754,jiternya masih ada walau lebih minim dari x pro,Software,1,minim
3757,astajimmm masih stay di vivo z pro ehh gileee emang tahan banting ini vivo udb ke celup oli jatuh ke goat masihh hidup,Audio,1,hidup
3759,bang test game make game wildrift juga biar kita mau make bisa jadi perbandingan karna lumayan berat juga,Performance,1,game
3761,sama x pro seimbang ngk ya,Audio,1,seimbang
3770,kamera sama x pro masih ada jitterkedut,Camera,1,kamera
3781,update tahunya semoga setelah garansi habis hp nya gak matot,Software,1,update
3782,bang david bahas hp iqoo z x dong kisaran harganya an katanya,Price,1,harganya
3785,lah cameranya sm aj kyk oppo reno b aja kamera ngga ad yg special,Camera,1,kamera
3786,ya jelas beda kasta dengan hp lain nya cuman di poco ada fitur matot nya hp lain mana bisa,Features,1,fitur
3788,hp sekarang pada gak ada lubang headset nya ya kaya motor sekarang gak ada starter manual nya,Audio,1,lubang
3790,maap udah tobat dari poco dan saudara saudaranya,Connectivity,1,maap
3792,bg coba liat perform gaming wuthering wave bg,Display,1,perform
3793,gter nya masih ada di video,Camera,1,video
3794,lawak harga hampir jutaan gak ada bypass charging,"Features, Price, Battery",3,"bypass, charging, harga"
3799,semoga bisa dijual di mi store nya tidak hanya jual on line karena customer butuh liat fisik nya setelah yakin enak dipegang dan prosesnya off line lebih aman untuk hp karena tidak melalui ekspedisi walaupun xiaomi cukup bagus untuk layanan garansi nya,"Audio, Features, Software, Network",4,"dipegang, off, melalui, fisik"
3805,bersyukur banget sekarang poco punya rivalkarena dengan adanya persaingan antar brandyang makin diuntungin ya kita sebagai konsumenkarena mereka pasti bakal berlomba lomba buat nyuri hati kita dengan memberikan hal hal yang lebih dengan harga yang lebih murah,Price,1,harga
3806,nahhh benerrr jadi bakal bener bener harga original ga di tambah tambahin wkwkwk,Price,1,harga
3808,bang coba ambil foto di suasana pedesaan yg sangat minim pencahayaan kalau di kota mah udh biasa,"Software, Camera",2,"foto, minim"
3812,konten membantu buat kebutuhan sebelum beli hp saya liat liat dulu review hp dari bang david dari dulu cuman nonton konten² bang david sebelum beli hp udh berapa kali saya gunta ganti hp sesuai dengan apa yg di review bang david mau speck gahar harus menyesuaikan dengan budjet,Performance,1,gahar
3814,udah lama nih gak unboxing mistery box dan barang random di online,Audio,1,box
3818,keren sih ini video k fps nya,Camera,1,video
3819,xiaomi t kalo mau diganti mending ke poco f atau ke iqoo neo nyari yang kamera bagus sama durability nya lama,"Camera, Performance",2,"kamera, durability"
3821,halo bang bikinin video top hp dari budget jt an lagi bang versi mau masuk sekolah bang,Camera,1,video
3824,kalau sinyal gimana aku di tempat yang dimana hp harus bekerja keras untuk cari sinyal semua tergantung dari kekuatan hp tsb,Network,1,sinyal
3828,tapi kenapa untuk main game pubg masih fps woy yang lain udah fps,Performance,1,game
3830,bang harusnua benchmark buat test gaming nya di ganti sama game zzz,Performance,1,game
3831,yg selalu nonton update hp tp masih stay di mi t g,Software,1,update
3833,siang mas davidmaaf nichsaya mau minta saranmau beli hp yg fungsinya utk wa yg groupnya banyakfungsi penyimpanan krn banyak foto dan yg jelas baterei awet utk sehariankrn saya kerja di lapangan dan budget sktr jt ke bawah mhn sarannya dunk hp apa aja,"Camera, Storage",2,"foto, penyimpanan"
3834,kumpulin aja dulu duitnya kalau buat seperti yang anda komen kayaknya lebih cocok iqoo z baterai besar mah dan wajib beli yang gb storagenya biar lega memorinya edit dipikir pikir dulu hp yang gua saranin soalnya rada kurang kameranya speaker mono dan lainnya intinya lihat lihat review hpnya dulu di beberapa channel seperti gadgetin nyantech jagat review dan lainnya,"Audio, Storage, Battery",3,"baterai, mono, lega"
3835,layar terlalu panjang ga enak buat di pegang wkwkw pengalaman saya yang aja udh cape bgt megangnya apa lagi ini yang varian,Display,1,layar
3836,nonton ini pake poco f masih gahar main car x street lancar jaya,Performance,1,gahar
3839,masih pake poco f beli bekas juta dulu di tahun masih bagus cuman tombol vol nya aja lepas padahal udah berapa kali jatuh smpai belakang nya pecah masih bisa dipakai inti nya gua ganti klo udah rusak,Audio,1,pecah
3840,katanya iqoo neo pro akan hadir dengan snap s gen kamera zeis mega pixel ufs,"Camera, Storage",2,"kamera, ufs"
3844,kalaupun ada kesalhan pengendara kenapa polantas demen banget penindakantipang padahal bisa juga kasih peringatanteguran ingat polisi jg harus mengayomi masyarakat,Network,1,masyarakat
3850,bang adek gw beli hp ini baru awal kelar setup aja ada iklan kayaknya beda deh dia beli resmi xiaomi store sih,"Features, Connectivity",2,adek
3853,semenjak xiaomi pake hyperos beh jadi panas banget hape lebih stabil pake miui,Software,1,hyperos
3864,cobain game the legend of neverland,Performance,1,game
3869,kok model nya makin kaya tecno,Design,1,model
3876,masih mantap iqo neo punya tambahan chipset makin kencang tambah lagi rafresh rate layarnya wow wow gacoor libas game berat pc klo menurut aku rekomendasi iqo neo bagi para gaming raja sesungguhnya dari pada poco nanggung,"BuildQuality, Performance",2,"game, rate"
3878,beli samsung a hari ku jual lgi soalnya pelit sinyal udah hpnya besar berat banget hp nya apa lgi itu hp haduuuuuhhhh,Network,1,sinyal
3884,suaranya udah sturio belum bg,Audio,1,suaranya
3886,dri dlu sy suka hp gaming termasuk pocotpi setelah umur sdh dewasa tetap milih pocokrn sya sdar kamera dan video seri f di poco sdah memuaskan bgi sya user poco seri f dri seri f ke f insyaallah bli f lgioya kamera mungkin msih b aj tpi videonya menurut sya sdah sngatlumayan bagus,"Features, Display, Camera, Connectivity",4,"sdah, kamera, insyaallah"
3895,redmi turbo pro baterai mah poco f baterai mah lampu rgb jg tak ada knp ya,Battery,1,baterai
3897,poco setelah f ini yang waras,Performance,1,waras
3903,bg dengan budget pas pasan worth it beli f atau f pro bg,Price,1,worth
3908,bang rekomen hp buat ngegame yg kamera nya lumayan harga jt ada ga,"Camera, Price",2,"kamera, harga"
3911,sejak poco x nfc tiap th nyaris beli poco krn cari soc yg tinggi dg harga yg lbh murah tp th ini pindah ke iqoo cari yg tanpa iklan batrey awet dan tidak panas tdk butuh soc yg terlalu tinggi krm game ku ckp soc medium dh lancar butuh kamera yg lbh bgs juga,"Camera, Connectivity, Performance, Features, Price",5,"game, kamera, nfc, harga"
3914,aku pake realme iklannya banyak mosok buka aplikasi mp aja nonton iklan dulu dll,Software,1,aplikasi
3918,jadi menurut kalian mending mana poco f honor pro g samsung a sebelumnya jujur aja pgn beli ip ex inter tapi jujur agak tajut please kasih saran dan masukan untuk kebutuhan konten affiliate ya guys butuh bgt kamera yg cakep video gk geter batre kuat jga,"Design, Camera, Battery",3,"cakep, kamera, batre"
3920,sudah masuk umur an ternyata memilih samsung karna fungsinya bukan sekadar power gaming rata kanan,Audio,1,power
3921,sekali kali bang epep jugak buat tes perfome fps,Display,1,epep
3924,game low kaya mole masik aman bro kecuali wuwekatau zzz baru,Performance,1,game
3925,yg disayangkan dari perkembangan hp sekarang ukuran pada badak semua woy padahal mah hp yg enak itu kan userable mudah dibawa masuk kantong celana bisa kantong baju juga bisa jarang banget ada hp dibawah jutaan ngeluarin ukuran compact,"Software, Display, Performance",3,"disayangkan, ukuran"
3927,​yusufali dulu make sharp ukuran compact enak bgt dbwa kemana² cuma problemnya batre kurang badak sekarang pake hp batre badak ukuran juga badak,"Display, Battery",2,"batre, ukuran"
3928,padahal tassling bag sekarang murah fashionable walau ngejar hp compact toh skenario aslinya kita ga bakal jinjing hp doang pasti ada dompet kunci an ama perintilan lain yg kudu masuk tas pada akhirnya gw sih type yg ga akan mengorbankan ukuran layar ama batre demi compact an sling bag lah solusinya,"Battery, Display, Network, Price, BuildQuality",5,"murah, layar, batre, type, toh"
3929,bener ukuran paling pas kayak iphone basic enak ajah dibawanya gak gede,Display,1,ukuran
3935,​galihofficial njir terlanjur beli poco x pro wkwkwkw da lah dipakek aja dolo nuruti gadget g ad hbs nyaa,Network,1,hbs
3936,sm dulu gw pengen f malah skrg beli f krna rusaknya hp gw kebetulan pas f n gk lama muncul f teknologi cepat banget,Performance,1,cepat
3951,pecinta samsung ga pduli merek lain dan fitur nya,Features,1,fitur
3956,seriusan x pro punya adik saya juga gak ada iklan sama sekali semenjak upgrade ke hyperos yg baru poco udah taubat kah wkwkwk udah gak ada celah lagi buat haters ngehina,"Audio, Software, Storage",3,"hyperos, seriusan, celah"
3969,gw yg masih pake poco f ram main genshin rata kanan pubg smooth extreme main depan kipas masih awet walau udah jatuh sampe retak kaca nya,"Storage, BuildQuality",2,"ram, kaca"
3977,tapi katanya cpt overheat gak bisa ngapa in beda sama sebelah yg masih bs dipake,Performance,1,cpt
3984,info source wallpaper nya dong,Software,1,source
3989,secanggih apapun hp bisa di bikin merek apapuntapi yg bikin pusing model camera nya,Design,1,model
3996,hyperos,Software,1,hyperos
3999,bagus ya videony biasanya kelemahan android klo rekam sambil gerak di matahari wajah jd gelap atau jd suasana sore atau gelap kalau ganti lokasi dah setara iphone,Software,1,android
4001,kameraya pada ikutan gaya oppo a,Audio,1,ikutan
4010,ini bisa wireles charging,"Connectivity, Features, Battery",3,"wireles, charging"
4025,bang dapit kenapa udah jarang test game di pubgm soalnya saya player pubgm bangsoalnya pengan tau bgt hape² yang di review bang dapit buat main pubgm gimana bang hehe,Performance,1,game
4027,bang ngetest hp buat game game lain donk macam delta force arena breakout dan lainnya,"Connectivity, Display, Performance",3,"breakout, game"
4036,​budichnlyg jadi masalah nya harganya sama sama poco f tahun lalu,Price,1,harganya
4040,bisa zoom brpa kali kamera nya bang,Camera,1,kamera
4041,putih sih lebih elegan,Design,1,putih
4045,poco ga berlaku di pelosok yg susah sinyal cuma cocok di kota mending iqoo klo saat ini z udh ngebut bgt sinyal nya kaya asus zaman dulu,"Network, Performance",2,"sinyal, ngebut"
4050,coba mainin game domsday last survivor pas di event war besar nya lag ga,"Software, Display, Performance, Network",4,"game, last, war, lag"
4054,ngeliat backdoor nya jadi keiinget beli asus zenfone z pas dan masih dipake sampe saat ini buat nonton sekarang and main pubg masih ngangkat smooth extreme,"BuildQuality, Connectivity",2,"backdoor, zenfone"
4055,test game masukin wuthering waves lahh masa genshin mulu pdhl berat juga wuwa,Performance,1,game
4057,hp ini ada muncul pop up iklan ga si kaya hp hp murah china asli ganggu bgt,Price,1,murah
4058,video review iqoo neo dalam minggu lebih gak nyampek rb penonton sedangkan review poco f dalam hari udah hampir juta penonton,Camera,1,video
4061,yang putih behhhhh ganteng banget,Design,1,putih
4068,di dengar dari iphon pm audio tereasa kedengaran cempreng,"Audio, Security",2,"audio, cempreng"
4071,jaringan g blm ya kak,Network,1,jaringan
4073,test game di hp skrng coba pake game wuthering waves bang,Performance,1,game
4074,serius tnya bagi pengguna poco khususnya di galeri bagian kiri apakah peletakan foto mirip kek xiaomi yaitu galeri sblh kiri only foto dari kamera tanpa tercampur foto lain dan ada jeda ato space perhari gitu ga bg,Camera,1,foto
4075,kukira di gadgetin bahas overheat juga lolos berati x ini poco f dari uji benchmark gadgetin,Connectivity,1,berati
4084,asli dah ngiler bener gua liatnya ni hp yg gua pake baru mau taun tpi buat game game masa kini masih harus maksa walaupun udh rata kiri,Performance,1,game
4087,bang bahas meizu infinity yang katanya display oled di harga jtan,"Display, Price, Connectivity",3,"display, harga"
4098,test call of duty mobile juga dong klo review hp selanjutnya,Performance,1,mobile
4100,infinix gt pro atau poco f bang kegunaan main game hok untuk sekarang,Performance,1,game
4105,poco x pro yg ku pake makin parah iklannya setelah update,Software,1,update
4116,bang bkin video rkomend hp jt d pertengahan thun,Camera,1,video
4119,kapok pakai poco dulu pernah beli poco f ada bug nya komplain ke xiaominya tdk dpt respon dan akhirnya tak jual padahal baru kepakek bln rugi jutaan,Display,1,xiaominya
4121,lagi colokan sim tray dan mikrofon sebelahan orng awam salah colok langsung greenscreen,"Connectivity, Display, Network",3,"colokan, colok, sim"
4124,value for money versi saya masih di tecno camon pro apalagi menyangkut kualitas kamera plus sy user loyal infinix sejak lama sekitar an jadi beralih ke tecno masih ada sentuhan a la transion on hand infinix hot pro lagi nabung buat beli tecno,Camera,1,kamera
4125,bang rekomendasi video photo jernih infinix atau tecno bang,Camera,1,video
