comment_id,original_comment,aspects,sentiments,confidences,aspect_count
3277,ini hp memang sadis sih ga heran semua reviewer influencer bilang f ini rajanya hp di kelasnya bahkan kakaknya sendiri f pro disikat melibas hphp yg harganya di atasnya f gokil nih xiaomi poco ini namanya sedekah mana garansinya bulan tahun garansi ganti layar x android update th security update frame metal body kaca gila cukkk harga segini jelas pasti awet krn berani ksh garansi th hp lain ga ada yg berani ksh tahun klo mau yg lebih murah dr f tapi value for money dgn spek tgi ya di poco f poco x pro poco x pro,"Software, Display, Price, BuildQuality","neutral, neutral, positive, neutral","0.993, 0.995, 0.816, 0.997",4
3278,tolong kasih saya saran mending poco f atau ip haaaa saya bingung dan lg ngumpulin suara terbanyak,Audio,positive,0.780,1
3285,game testnya genshin impact mulu dah,"Display, Performance","negative, neutral","0.929, 0.525",2
3287,d update donk vid dr jaman jembut test game gensin mulugensin uda ketinggalan jaman engine nya uda ampas ama ml test hok ama wuwa yg laen test game uda update ini gensin trusgame jadul jadi in test,"Software, Performance","neutral, negative","0.984, 0.990",2
3294,bg coba vlog sony experia iv sim,Network,neutral,0.995,1
3296,kok layar hp gue hitam,"Design, Display","negative, negative","0.956, 0.974",2
3298,performa powerfull desain powerfull silver,"Design, Performance","positive, positive","0.990, 0.993",2
3299,s gen gmn ya kira performa nya,Performance,neutral,0.676,1
3302,awalan ga ada iklan bang yakali aja udah rame yang beli terus update hyper os mucul dah iklan belum di pencet kali iklan nya sama orang poco,Software,neutral,0.643,1
3309,setiap hari dia bertanya tentang 𝐀𝐋𝐄𝐗𝐈𝐒 suara merdu secara tidak sengaja,Audio,neutral,0.854,1
3315,tahun ini kami merasakan 𝐀𝐋𝐄𝐗𝐈𝐒 suara merdu di luar dugaan,Audio,positive,0.910,1
3320,coba smartphone gaming agak sedikit tebel tapi baterai lebih badak dan ada kipasnya pasti enak buat gaming,Battery,positive,0.539,1
3321,udah gk ada iklan besok next ada bypass udah sih emang king midrange wkwkwk,Features,negative,0.936,1
3322,poco f ini ada video cinematic nya ga ya bang,Camera,neutral,0.996,1
3324,poco ini masih banyak bug ga ya saya pake f banyak bug euyudh di update masih aja bug nya antara lain wa nya sering ngeblink klo abis kluar dari ig atau tiktoksering kali suara masih nya jadi kaya gak ke tutup sepenuhnya sinyal wifi kaga stabil,"Audio, Software, Network, Connectivity","negative, negative, negative, negative","0.620, 0.996, 0.996, 0.996",4
3327,yang bener fokus game ambil poco yg nyari all rounded a paling aman,Performance,neutral,0.702,1
3329,kamera f vs redmi note pro bagus mana,Camera,neutral,0.992,1
3331,itu walpaper shincan apa namanya bang di pencarian tema,Software,neutral,0.754,1
3333,bang david bang david request hp infinix note x g dong harga juta chipset mediatek dimensity ultimate antutu tembus k di harga dua juta kecil itu gila banget sih,Price,neutral,0.842,1
3337,perusak harga pasar nih hp hp jtan udh pake naga gen,Price,negative,0.996,1
3338,tolong review wireless chargingnya hp ini soalnya di deskripsi penjualannya tertulis wireless charger dijual terpisah berarti support wireless charging kah,"Features, Battery","neutral, neutral","0.952, 0.919",2
3340,tes modern warship rata kanan bang pasti frame drop,BuildQuality,negative,0.996,1
3343,dari kamera nih mending x pro apa f,Camera,neutral,0.956,1
3345,info hp yang kamera nya bagus harga jutaan,"Camera, Price","positive, positive","0.972, 0.992",2
3352,asli ini video lucu banget wkwk barengan buka 𝗔𝗟𝗘𝗫𝗜𝗦 yang setuju like,Camera,positive,0.977,1
3353,bang di dekripsi penjualan poco f ini support wireless charging ya kok gk prmh di review fitur ini ya,"Features, Battery","neutral, neutral","0.988, 0.816",2
3354,asli ini video lucu banget wkwk pas main 𝗔𝗟𝗘𝗫𝗜𝗦 barusan makasih udah upload konten ginian,Camera,positive,0.977,1
3355,kucing tetangga pun ikutan kaget garagara suara ketawa gua pas nemu ini di 𝗔𝗟𝗘𝗫𝗜𝗦 ini sih wajib trending,Audio,negative,0.968,1
3371,asli ini video lucu banget wkwk pas main 𝗔𝗟𝗘𝗫𝗜𝗦 barusan next upload harus lebih lucu dari ini ya,Camera,positive,0.977,1
3374,hpnya apa cepat panas ngak bos,Performance,negative,0.993,1
3379,mending beli mana poco f xiaomi t pro vivo v g keperluan untuk sehari hari nyari kamera yang ad stablizer buat foto bisa bagus gaming paling cmn moba honor of king makasih teman teman,"Camera, Performance","positive, neutral","0.783, 0.433",2
3381,speaker doang atasnya ngga ada kah,Audio,negative,0.523,1
3389,baru aja unboxing langsung nonton ini pakai poco f emang bener ternyata layar hp nya lebar bgt,Display,positive,0.950,1
3394,iya sayang aja ga ada bypass charging karna baterai gua rata kena karna gua heavy user dan masih agresif iklannya di seri ini gua suka banget sama frame metal,"Connectivity, Features, BuildQuality, Battery","positive, positive, positive, neutral","0.997, 0.997, 0.995, 0.682",4
3395,alhamdulillah nonton video ini pake poco f,Camera,positive,0.692,1
3396,bang david mau kasih saran aja untuk uji performandi game untuk moba coba deh wild rift dan untuk game gacha coba wuthering waves soalnya ke game itu butuh banget performa hp yg mencukupi supaya bisa main,Performance,neutral,0.993,1
3399,tahun depan mgkin bisa dapet di harga jutaan,Price,positive,0.875,1
3401,klo bisa foto lebih di jernihin lg di bagusinditerangin lg krn bnyk orng yg hoby selvy,Camera,positive,0.717,1
3405,tetep aja semakin dewasa semakin cinta sama iphone karena kamera nya bagus buat mengabadikan momen momen bersama,Camera,positive,0.996,1
3407,cara aktifin finger printny dmna yasoalnya di setting gk ada kunci fingerprint,"Audio, Security","neutral, neutral","0.994, 0.536",2
3411,gw masih pake realme pro dari tahun rekomendasi dari chanel ini pemakaian siksa buat kuli game berat seperti emu dll masih lancar dan masih stabil rencana mau upgrade masih liat antara ini dan iqoo,Performance,neutral,0.559,1
3415,​rabsanjanyrajib kalo f biasa sama f pro jauh banget kah beda performa nya,Performance,negative,0.723,1
3417,speaker ny belom stereo ya tolong bantu jwb d komen guys,Audio,negative,0.535,1
3418,tumben ga ngecek suara bang,Audio,negative,0.948,1
3421,coba tes gaming hp highend keatas pake game wuthering waves bg david,Performance,neutral,0.961,1
3422,kalau ke update os nya iklan lgsung numpukkkk utulah xiomi,Software,neutral,0.785,1
3423,masih setia poco f tp klk ada yg gantii mau update,Software,neutral,0.894,1
3433,asli ini video lucu banget wkwk pas main 𝗔𝗟𝗘𝗫𝗜𝗦 barusan next upload harus lebih lucu dari ini ya,Camera,positive,0.977,1
3436,tumben biasanya ada part video unboxing review,"Audio, Camera","neutral, neutral","0.975, 0.997",2
3439,kamera tajambatre tahan lamaitu mungkin yang di cari orang zaman sekarang,Camera,positive,0.974,1
3441,bang nanti bikin video review poco f setelah beberapa bulan pemakaian terutama setelah update ke hyperos atau android versi terbaru,"Software, Camera","neutral, neutral","0.998, 0.991",2
3442,buat main game panas ya bang,Performance,negative,0.995,1
3444,enak banget kayanya pake game,Performance,positive,0.984,1
3454,setiap hari dia bertanya tentang 𝐀𝐋𝐄𝐗𝐈𝐒 suara merdu secara tidak sengaja,Audio,neutral,0.854,1
3464,tahun ini kami merasakan 𝐀𝐋𝐄𝐗𝐈𝐒 suara merdu di luar dugaan,Audio,positive,0.910,1
3469,iqoo plastik,BuildQuality,negative,0.852,1
3470,kalau test gamming jangan game itu itu aja lah yang lebih berat kalau genshin mah udah kentang coba mainkan carxstreet pasti drop fps nya,Performance,negative,0.993,1
3472,nonton pake poco x nfc bingung mau ganti f apa mi t duitnya cuma bisa redmi c,"Features, Connectivity","neutral, neutral","0.848, 0.848",2
3473,gausah ganti dl bang nunggu hampir rusak aja eman klo hp masih lancar kamera juga masih cukup ok,Camera,neutral,0.873,1
3474,btw sy juga pake poco x nfc juga sampe skrg,"Features, Connectivity","neutral, neutral","0.860, 0.860",2
3476,kalo sama rog worth it mana,Price,positive,0.854,1
3478,barusan cek harga di shopee xiaomi official storenya dah harga rp bukannya harga setelah juli pun hanya sampai rp ya ada yg tau melonjaknya harga dadakan karena apa yaa salah nya dari mana apa harganya stay di rp kasihan dong orang yg ngarep gajian awal bulan bukan akhir bulan,Price,neutral,0.996,1
3479,masih setia sama x nfc layar lumut,"Features, Display, Connectivity","positive, neutral, positive","0.958, 0.567, 0.958",3
3480,selamat bergabung di keluarga xiaomi tahun h pake xiaomi renot pake xiaomi redmi a jadi keluarga samsung a seris a s samsung a g setiap mau beli hp pasti nonton gadget in thank you bget udah ngebantu batre a g cepet habis pemakaian hampir thun mau ganti hp poco f masih mikir tapi udah naksir,Battery,positive,0.527,1
3488,bang kamera depan sama poco x pro bagus mana,Camera,neutral,0.989,1
3489,killer tapi belum ada bypas charging nya miris sih,"Features, Battery","negative, negative","0.998, 0.997",2
3494,hp idaman semoga yg liat video ini bisa kebeli aamiin,Camera,positive,0.964,1
3496,masih pakai poco x gt dari mulai masih jos belum pernah rusak maupun ganti layar hanya saja baterainya udah mulai ngk tahan,"Audio, Display, Battery","negative, negative, negative","0.766, 0.969, 0.766",3
3497,batri poco x nfcku masih awet bang pdh kadang pakainya kasar entah game sambil cass atau baterei sampe badak emang ini hp,Performance,negative,0.992,1
3499,komen pakai f warna putih sekian lama pakai realme pro akhirnya upgrade,Design,negative,0.545,1
3501,perekaman video kamera depannya kualitas nya jernih banget yaa diselimuti dengan fps juga untuk kamera depan ga terlalu dibutuhkan juga sih perekaman kualitas k,"Design, Camera","positive, positive","0.993, 0.975",2
3502,serius nanya selain samsung di hp merk lain dgn harga setarasama apa ada tombol peralihan lensa kamera depan belakang atau sebaliknya pada saat perekaman video on biasanya penting dipakai untuk bikin vlog,"Audio, Camera, Price","neutral, neutral, neutral","0.989, 0.997, 0.962",3
3505,nama tema ini apa yaa guys klo yg tau,Software,neutral,0.871,1
3507,semakin ke kedepan ratarata aplikasi makin ngk ngotak si untuk ukuran size nya mangka nya kalau mau beli hp mending sekalian aja beli yg memori internal nya gede sekalian,"Software, Display, Storage","negative, negative, neutral","0.949, 0.823, 0.484",3
3509,kenapa kebanyakan hp xiaomi dan poco kamera ultrawide nya cuma mp padahal sekarang udah,Camera,neutral,0.996,1
3514,bang rekomenin hp buat edit vidio yg ram nya gede dan gak lemot,Storage,negative,0.532,1
3516,adu sama ipon s gwejh sini dek,Design,neutral,0.496,1
3518,rekomendasi tab harga jt lebi ap ya gan,Price,neutral,0.975,1
3522,better ini daripada q keknya diharga yang sama,Price,negative,0.630,1
3523,aduu ga ada bypass charging nyaa,"Features, Battery","negative, negative","0.987, 0.972",2
3526,asli ini video lucu banget wkwk pas main 𝗔𝗟𝗘𝗫𝗜𝗦 barusan makasih udah upload konten ginian,Camera,positive,0.977,1
3531,kucing tetangga pun ikutan kaget garagara suara ketawa gua ditemani 𝗔𝗟𝗘𝗫𝗜𝗦 lanjut upload terus ya bang,Audio,negative,0.969,1
3541,asli ini video lucu banget wkwk pas main 𝗔𝗟𝗘𝗫𝗜𝗦 barusan next upload harus lebih lucu dari ini ya,Camera,positive,0.977,1
3544,mantep ambil poco f kmrn setelah liat desain f ini oke metal lebih cakep tp desain kameranya ga suka pdhl pas versi china nya si redmi turbo cakep desainnya,"Design, BuildQuality","neutral, positive","0.903, 0.993",2
3547,asli ini video lucu banget wkwk barengan buka 𝗔𝗟𝗘𝗫𝗜𝗦 yang setuju like,Camera,positive,0.977,1
3551,nonton pake poco x nfc,"Features, Connectivity","neutral, neutral","0.985, 0.985",2
3552,bang david mau tanya kalau poco f sudah mendukung dual video di setting kameranya nggak itu kan buat ngevlog perlu juga masalah layar bagi yang usia s penglihatan berkurang ok banget tuh,"Features, Display, Camera","positive, neutral, positive","0.539, 0.922, 0.539",3
3559,heriyuchiko sesuai harga pak,Price,neutral,0.933,1
3560,ya kondisi kita sama dari infinix note tapi rasanya lebih worth it poco x pro aja deh soalnya f yg upgrade cuma mesin ama tampilan hp aja dan kecepatan ngecas gak worthit buat nambah juta dari beli x pro,"Price, Battery","positive, negative","0.986, 0.962",2
3569,tiap poco rilis seri f selalu ngiler pengen beli apalagi plus diskonan di toped sanggup sih beli tp kalo udah kebeli tetep aja gua nya gabisa tambah produktif buat apa yaudah pake yg ada aja toh masih mumpuni buat daily poco f curhat heheh,BuildQuality,positive,0.978,1
3573,pertanyaan nyadengan spek sebagus ituketika disejajarkan dgn iphoneyg spek dibawah dan hrga lebih mahal sepertinya dari orgatau mungkin akan pilih iphone pencitraan di indonesia memang segitu pentingnya,Price,negative,0.992,1
3576,lama gak pake android muncul di beranda udah muncul seri poco f aja sekarang padahal dulu terakir masih pakai f desainnya gaming bgt lg co di tokped mi store dpt potongan diskon harga koma digit kecil gaskan aja lah,"Software, Price","negative, neutral","0.846, 0.970",2
3583,coba gaming tes wuthering wave juga bang david biar update yg lebih berat dari genshin,Software,neutral,0.469,1
3584,nonton video ini pake poco x nfc lawas dengan greenline di layar,"Features, Display, Camera, Connectivity","neutral, neutral, neutral, neutral","0.975, 0.991, 0.987, 0.975",4
3587,sekarang msih pakai poco x nfc udah tahun pemakaian mau upgrade ip ip msih bingung,"Features, Connectivity","neutral, neutral","0.982, 0.982",2
3591,saran bang kalo mau tes game skrg udh gk jaman genshin sekarang tes nya di game wuthering waves yg grafiknya udh melebihi genshin,Performance,neutral,0.977,1
3592,jadi kalo di wuwa performanya bagus udh pasti semua game performanya bagus jg apalagi genshin game purba,Performance,positive,0.996,1
3594,masalah panas dan ngegame boros batre masih jadi momok di snap s gen yapadahal batre udah gede semuaga kebayang kalau cuma mahsemoga bisa di perbaiki lewat update sofeware,"Software, Battery","negative, negative","0.780, 0.993",2
3595,top komen template di video gadgetin nonton doang nggak beli semakin gede semakin ngerasa hp blablabla semoga nanti bisa beli yang ditunggutunggu,Camera,negative,0.960,1
3596,wkwkwkwk yang anjir kemarin gw maen ke itc kuningan nanya itu barang jt njir di konter biasa di official mi harga normalcuma yang lu pegang vid itu limited tempat di official gw cari kosong ada warna lain,"Design, Price, Network","neutral, neutral, negative","0.569, 0.988, 0.812",3
3599,btw mau tanya emg hp xiaomi keluaran baru skrg termasuk poco f udh gaada iklannya ya di android dan hyper os apa ttp ada iklan tp harus disetting lg biar iklannya gaada,Software,neutral,0.984,1
3606,liat pake poco f dilahirkan poco f dianggurin performa msh ok masak upgrade f,Performance,positive,0.957,1
3610,untuk game emulator yg ngaruh perfoma di snapdragon atau dimensity,Performance,neutral,0.638,1
3619,bikin video rekomendasi laptop bang sekarang lagi banyak mahasiswa baru nyari laptop,Camera,neutral,0.986,1
3620,gue suka banget sama ni hp se worth itu tapi gak sanggup beli,Price,neutral,0.468,1
3625,​wilsonvernandy masih lah game nonstop game berat semua,Performance,negative,0.995,1
3627,baru kali ini sejak jaman poco f suka banget sm desain nya seri f ini desain paling bagus nih ga tanggung,Design,positive,0.995,1
3631,waduh gak ada kabel jack nya,Audio,negative,0.935,1
3638,hp sekarang poco x pro worth it gak upgrade ke f bang tolong bantu kebimbangan saya,Price,positive,0.948,1
3644,klo saya yg udh pernah punya f f dan skr pake f rada tanggung klo ganti ke f jd biasanya loncat satu seri aja klo mau upgrade ganti hp tungguin f aja tar klo kluar meskipun ga tau kpn dgn catatan spec nya memang beda jauh dr f dan harganya msh sesuai budget jg,Price,positive,0.713,1
3645,masih pakai x pro g masih bisa memenuhi kebutuhan dan masih berasa gahar nya mungkin tahun lagi baru ganti hp,Performance,positive,0.992,1
3647,cobain oppo find x ultra bangvivo x ultra ga masuk resmi sih tapi oppo find x ultra top ranking kamera dxomark,Camera,neutral,0.877,1
3648,ipon buat sosmed andro buat nggame,Design,neutral,0.923,1
3651,tumben iqoo gak kelihatan biasanya pada nonggol,Audio,negative,0.980,1
3655,sayang nya ga ada jack audionya,Audio,neutral,0.790,1
3656,ijin nimbrung bang gue udh mau dibeliin ni hp tp gue baru sadar ga ada kabel jack audio nya ada alternatif ga ya bang,Audio,neutral,0.997,1
3668,iya bang aku user poco x pro yg suhunya juga panas akhirnya downgrade ke adiknya x pro kadang kita lebih butuh yg nyaman buat digenggam,"Features, Security","positive, positive","0.762, 0.762",2
3670,yudh sih beli yg terjangkau aja ngapain juga beli hp ini,Price,negative,0.977,1
3672,motorolla brand baru tumben david gk notice kekeliruannya,Audio,negative,0.925,1
3678,akhirnya gue memutuskan ganti realme yg udah nemenin selama tahun bulan ke poco f walaupun sebenernya ini r ngga ada rusak nya cuma karna udah ngga dapet update dari tahun lalu dan banyak aplikasi mbanking gue takut kedepannnya kenapa² amitamit makanya gue ganti ke f karna updatenya yg sampe tahun hehe,"Software, Performance","negative, negative","0.977, 0.418",2
3679,hyper bug hp lumayan buat uji kesabaran,Software,positive,0.916,1
3684,bang coba untuk selanjutnya test game berat pakai wuthering waves itu lebih berat daripada genshin,Performance,neutral,0.996,1
3685,kebetulan lagi cari hp buat gantiin x t yg tiba greenline mau x t tapi ga suka desain kamera tungku mau tecno pro gak ada barang trus apalagi yg putih kyak ga niat jualan akhirnya ketemu poco f pas desainnya seuai selera dan bonus ada yg warna putihnya setelah sekian lama absen sejak f,"Design, Camera","negative, negative","0.996, 0.997",2
3686,coba lain kali ngetest nya main game wuthering waves bang biar lebih kerasa,Performance,neutral,0.646,1
3687,dulu beli realme xt gara liat ytb bang david alhmdulilah sudah menenamni dari sampai sekarang gak pernah sekalipun troble kamera jg gak buruk amat,Camera,positive,0.991,1
3696,setiap tahun selalu ganti hp dari f jual diharga juta beli f di jt kemarin jual f di jt beli f di jt nanti jual lgi untuk next poco mungkin di jadi saya beli hp jutaan cuma di harga jutaan dengan menjual hp lama,Price,neutral,0.761,1
3704,asli ini video lucu banget wkwk pas main 𝗔𝗟𝗘𝗫𝗜𝗦 barusan makasih udah upload konten ginian,Camera,positive,0.977,1
3708,bang coba infinix smart plus itu desainnya cakep,Design,positive,0.995,1
3710,udah kebeli yg redmi turbo pro grs distri gpp lebih mahal disain lebih bagus batre lebih badak,"Price, Battery","negative, positive","0.950, 0.829",2
3712,asli ini video lucu banget wkwk sekalian liatliat 𝗔𝗟𝗘𝗫𝗜𝗦 semoga makin banyak video kayak gini,Camera,positive,0.977,1
3717,asli ini video lucu banget wkwk barengan buka 𝗔𝗟𝗘𝗫𝗜𝗦 yang setuju like,Camera,positive,0.977,1
3718,nnton pake v,"Features, Connectivity","neutral, neutral","0.792, 0.792",2
3721,kamera nya super stabil poco terbaik ini,Camera,positive,0.996,1
3724,buat kaum mendang mending yg suka game kaya saya poco emang salah satu pilihan terbaik sih f saya pun jg fine aja udah thn pake upgrade gk ya,"Storage, Performance","positive, positive","0.734, 0.523",2
3726,kak bikin vidio rekomendasi tv terbaik pada setiap harga,Price,positive,0.988,1
3727,poco f sudah wireless charging gak ya,Battery,neutral,0.992,1
3728,satu lagi bang mode malam night mode manualnye diadain lagi di poco f rekam video depan belakang barengan video cinematik bokeh depan belakang dan video pro modenye diadakan lagi setelah update shofware agar lebih proper saran dan masukan buat poco key,"Software, Camera","neutral, neutral","0.992, 0.998",2
3743,tes speaker kelewat kah,Audio,negative,0.989,1
3745,bang speaker nya mono apa stereo,Audio,neutral,0.600,1
3754,jiternya masih ada walau lebih minim dari x pro,Software,neutral,0.848,1
3757,astajimmm masih stay di vivo z pro ehh gileee emang tahan banting ini vivo udb ke celup oli jatuh ke goat masihh hidup,Audio,negative,0.943,1
3759,bang test game make game wildrift juga biar kita mau make bisa jadi perbandingan karna lumayan berat juga,Performance,positive,0.870,1
3761,sama x pro seimbang ngk ya,Audio,neutral,0.791,1
3770,kamera sama x pro masih ada jitterkedut,Camera,neutral,0.969,1
3781,update tahunya semoga setelah garansi habis hp nya gak matot,Software,neutral,0.910,1
3782,bang david bahas hp iqoo z x dong kisaran harganya an katanya,Price,neutral,0.994,1
3785,lah cameranya sm aj kyk oppo reno b aja kamera ngga ad yg special,Camera,negative,0.623,1
3786,ya jelas beda kasta dengan hp lain nya cuman di poco ada fitur matot nya hp lain mana bisa,Features,neutral,0.987,1
3788,hp sekarang pada gak ada lubang headset nya ya kaya motor sekarang gak ada starter manual nya,Audio,neutral,0.647,1
3790,maap udah tobat dari poco dan saudara saudaranya,Connectivity,negative,0.991,1
3792,bg coba liat perform gaming wuthering wave bg,Display,neutral,0.923,1
3793,gter nya masih ada di video,Camera,neutral,0.996,1
3794,lawak harga hampir jutaan gak ada bypass charging,"Features, Price, Battery","negative, positive, negative","0.983, 0.607, 0.558",3
3799,semoga bisa dijual di mi store nya tidak hanya jual on line karena customer butuh liat fisik nya setelah yakin enak dipegang dan prosesnya off line lebih aman untuk hp karena tidak melalui ekspedisi walaupun xiaomi cukup bagus untuk layanan garansi nya,"Audio, Features, Software, Network","positive, positive, positive, positive","0.991, 0.991, 0.991, 0.991",4
3805,bersyukur banget sekarang poco punya rivalkarena dengan adanya persaingan antar brandyang makin diuntungin ya kita sebagai konsumenkarena mereka pasti bakal berlomba lomba buat nyuri hati kita dengan memberikan hal hal yang lebih dengan harga yang lebih murah,Price,positive,0.983,1
3806,nahhh benerrr jadi bakal bener bener harga original ga di tambah tambahin wkwkwk,Price,positive,0.917,1
3808,bang coba ambil foto di suasana pedesaan yg sangat minim pencahayaan kalau di kota mah udh biasa,"Software, Camera","negative, neutral","0.738, 0.946",2
3812,konten membantu buat kebutuhan sebelum beli hp saya liat liat dulu review hp dari bang david dari dulu cuman nonton konten² bang david sebelum beli hp udh berapa kali saya gunta ganti hp sesuai dengan apa yg di review bang david mau speck gahar harus menyesuaikan dengan budjet,Performance,neutral,0.800,1
3814,udah lama nih gak unboxing mistery box dan barang random di online,Audio,negative,0.933,1
3818,keren sih ini video k fps nya,Camera,positive,0.981,1
3819,xiaomi t kalo mau diganti mending ke poco f atau ke iqoo neo nyari yang kamera bagus sama durability nya lama,"Camera, Performance","neutral, negative","0.769, 0.976",2
3821,halo bang bikinin video top hp dari budget jt an lagi bang versi mau masuk sekolah bang,Camera,neutral,0.998,1
3824,kalau sinyal gimana aku di tempat yang dimana hp harus bekerja keras untuk cari sinyal semua tergantung dari kekuatan hp tsb,Network,neutral,0.841,1
3828,tapi kenapa untuk main game pubg masih fps woy yang lain udah fps,Performance,neutral,0.627,1
3830,bang harusnua benchmark buat test gaming nya di ganti sama game zzz,Performance,neutral,0.653,1
3831,yg selalu nonton update hp tp masih stay di mi t g,Software,neutral,0.983,1
3833,siang mas davidmaaf nichsaya mau minta saranmau beli hp yg fungsinya utk wa yg groupnya banyakfungsi penyimpanan krn banyak foto dan yg jelas baterei awet utk sehariankrn saya kerja di lapangan dan budget sktr jt ke bawah mhn sarannya dunk hp apa aja,"Camera, Storage","neutral, neutral","0.906, 0.887",2
3834,kumpulin aja dulu duitnya kalau buat seperti yang anda komen kayaknya lebih cocok iqoo z baterai besar mah dan wajib beli yang gb storagenya biar lega memorinya edit dipikir pikir dulu hp yang gua saranin soalnya rada kurang kameranya speaker mono dan lainnya intinya lihat lihat review hpnya dulu di beberapa channel seperti gadgetin nyantech jagat review dan lainnya,"Audio, Storage, Battery","negative, neutral, neutral","0.863, 0.517, 0.738",3
3835,layar terlalu panjang ga enak buat di pegang wkwkw pengalaman saya yang aja udh cape bgt megangnya apa lagi ini yang varian,Display,negative,0.997,1
3836,nonton ini pake poco f masih gahar main car x street lancar jaya,Performance,positive,0.972,1
3839,masih pake poco f beli bekas juta dulu di tahun masih bagus cuman tombol vol nya aja lepas padahal udah berapa kali jatuh smpai belakang nya pecah masih bisa dipakai inti nya gua ganti klo udah rusak,Audio,negative,0.810,1
3840,katanya iqoo neo pro akan hadir dengan snap s gen kamera zeis mega pixel ufs,"Camera, Storage","neutral, neutral","0.997, 0.997",2
3844,kalaupun ada kesalhan pengendara kenapa polantas demen banget penindakantipang padahal bisa juga kasih peringatanteguran ingat polisi jg harus mengayomi masyarakat,Network,negative,0.513,1
3850,bang adek gw beli hp ini baru awal kelar setup aja ada iklan kayaknya beda deh dia beli resmi xiaomi store sih,"Features, Connectivity","neutral, neutral","0.859, 0.859",2
3853,semenjak xiaomi pake hyperos beh jadi panas banget hape lebih stabil pake miui,Software,neutral,0.991,1
3864,cobain game the legend of neverland,Performance,neutral,0.741,1
3869,kok model nya makin kaya tecno,Design,negative,0.564,1
3876,masih mantap iqo neo punya tambahan chipset makin kencang tambah lagi rafresh rate layarnya wow wow gacoor libas game berat pc klo menurut aku rekomendasi iqo neo bagi para gaming raja sesungguhnya dari pada poco nanggung,"BuildQuality, Performance","positive, neutral","0.994, 0.961",2
3878,beli samsung a hari ku jual lgi soalnya pelit sinyal udah hpnya besar berat banget hp nya apa lgi itu hp haduuuuuhhhh,Network,negative,0.998,1
3884,suaranya udah sturio belum bg,Audio,negative,0.985,1
3886,dri dlu sy suka hp gaming termasuk pocotpi setelah umur sdh dewasa tetap milih pocokrn sya sdar kamera dan video seri f di poco sdah memuaskan bgi sya user poco seri f dri seri f ke f insyaallah bli f lgioya kamera mungkin msih b aj tpi videonya menurut sya sdah sngatlumayan bagus,"Features, Display, Camera, Connectivity","positive, positive, neutral, positive","0.989, 0.989, 0.981, 0.989",4
3895,redmi turbo pro baterai mah poco f baterai mah lampu rgb jg tak ada knp ya,Battery,neutral,0.996,1
3897,poco setelah f ini yang waras,Performance,negative,0.956,1
3903,bg dengan budget pas pasan worth it beli f atau f pro bg,Price,positive,0.949,1
3908,bang rekomen hp buat ngegame yg kamera nya lumayan harga jt ada ga,"Camera, Price","positive, neutral","0.992, 0.926",2
3911,sejak poco x nfc tiap th nyaris beli poco krn cari soc yg tinggi dg harga yg lbh murah tp th ini pindah ke iqoo cari yg tanpa iklan batrey awet dan tidak panas tdk butuh soc yg terlalu tinggi krm game ku ckp soc medium dh lancar butuh kamera yg lbh bgs juga,"Camera, Connectivity, Performance, Features, Price","positive, neutral, negative, neutral, positive","0.953, 0.984, 0.996, 0.984, 0.984",5
3914,aku pake realme iklannya banyak mosok buka aplikasi mp aja nonton iklan dulu dll,Software,neutral,0.970,1
3918,jadi menurut kalian mending mana poco f honor pro g samsung a sebelumnya jujur aja pgn beli ip ex inter tapi jujur agak tajut please kasih saran dan masukan untuk kebutuhan konten affiliate ya guys butuh bgt kamera yg cakep video gk geter batre kuat jga,"Design, Camera, Battery","positive, neutral, negative","0.381, 0.620, 0.986",3
3920,sudah masuk umur an ternyata memilih samsung karna fungsinya bukan sekadar power gaming rata kanan,Audio,neutral,0.514,1
3921,sekali kali bang epep jugak buat tes perfome fps,Display,neutral,0.696,1
3924,game low kaya mole masik aman bro kecuali wuwekatau zzz baru,Performance,negative,0.986,1
3925,yg disayangkan dari perkembangan hp sekarang ukuran pada badak semua woy padahal mah hp yg enak itu kan userable mudah dibawa masuk kantong celana bisa kantong baju juga bisa jarang banget ada hp dibawah jutaan ngeluarin ukuran compact,"Software, Display, Performance","negative, negative, negative","0.979, 0.979, 0.979",3
3927,​yusufali dulu make sharp ukuran compact enak bgt dbwa kemana² cuma problemnya batre kurang badak sekarang pake hp batre badak ukuran juga badak,"Display, Battery","neutral, negative","0.752, 0.706",2
3928,padahal tassling bag sekarang murah fashionable walau ngejar hp compact toh skenario aslinya kita ga bakal jinjing hp doang pasti ada dompet kunci an ama perintilan lain yg kudu masuk tas pada akhirnya gw sih type yg ga akan mengorbankan ukuran layar ama batre demi compact an sling bag lah solusinya,"Battery, Display, Network, Price, BuildQuality","neutral, negative, positive, positive, positive","0.975, 0.917, 0.987, 0.997, 0.987",5
3929,bener ukuran paling pas kayak iphone basic enak ajah dibawanya gak gede,Display,positive,0.994,1
3935,​galihofficial njir terlanjur beli poco x pro wkwkwkw da lah dipakek aja dolo nuruti gadget g ad hbs nyaa,Network,negative,0.921,1
3936,sm dulu gw pengen f malah skrg beli f krna rusaknya hp gw kebetulan pas f n gk lama muncul f teknologi cepat banget,Performance,positive,0.971,1
3951,pecinta samsung ga pduli merek lain dan fitur nya,Features,neutral,0.990,1
